,BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PriceRange,Total Resolution
848,825,38,1.5,3,716,14,0,0,0,0,1,0.4,94,1,11,4,11,18,0,422820
849,1286,16,2.3,2,424,4,0,1,1,0,1,0.1,98,1,10,5,10,18,0,11916
850,840,63,0.6,7,3486,18,0,1,1,0,0,0.8,137,1,12,8,0,19,3,1066947
851,757,58,2.3,4,3237,9,1,1,1,1,0,0.2,163,0,19,12,5,7,2,372895
852,814,41,1.1,2,1944,12,1,1,0,0,1,0.8,177,0,16,6,2,10,1,1535352
853,1195,8,1.1,6,643,19,1,1,1,0,1,0.9,80,0,14,2,2,6,0,327327
854,767,10,0.8,4,2317,12,0,1,1,1,0,0.5,107,1,6,0,7,12,2,1031415
855,1068,52,1.3,8,1436,15,0,1,1,0,0,0.1,97,0,16,1,6,7,1,1491000
856,994,56,2.8,3,3190,20,1,1,0,1,1,0.5,173,1,5,2,0,3,2,260230
857,1550,21,2.5,2,2338,15,0,0,0,0,1,0.8,133,1,16,1,6,11,2,222976
858,1878,29,0.5,8,1334,2,0,0,0,0,1,0.6,85,0,18,7,9,19,1,215460
859,623,6,2.0,3,3657,19,0,1,0,0,0,0.1,127,1,17,3,2,4,2,96768
860,1829,15,0.5,5,2080,12,0,1,1,1,1,0.4,160,0,16,11,0,7,2,923643
861,525,35,2.4,7,1609,3,1,0,0,0,0,0.8,190,0,16,11,11,20,0,54940
862,1065,14,0.5,2,3078,18,0,1,1,1,1,0.7,89,0,10,1,0,2,2,174464
863,1425,35,1.2,8,590,6,0,1,1,1,0,0.7,127,1,13,2,9,14,0,284550
864,1296,11,1.4,7,2552,10,1,1,0,1,0,0.2,129,1,19,8,3,4,2,1688804
865,642,34,2.8,2,3355,13,0,0,0,0,0,0.8,197,0,12,5,3,15,2,334641
866,1664,15,2.9,7,1968,9,1,1,1,0,1,0.5,177,0,12,7,9,19,2,2272362
867,1498,8,0.7,7,3358,19,0,1,1,0,1,0.1,170,0,7,3,3,4,3,373372
868,981,2,1.9,3,1539,19,1,0,0,0,1,0.1,136,0,19,12,0,7,0,51600
869,1236,32,2.8,4,942,14,0,1,1,1,1,0.3,143,1,16,12,6,18,0,690276
870,1673,9,2.8,3,3669,10,1,1,0,1,0,0.1,187,0,9,1,7,10,3,47710
871,712,9,1.6,2,3612,4,0,1,1,0,1,0.8,172,0,13,5,6,14,3,1087154
872,569,4,0.5,3,2351,10,1,1,1,0,1,0.8,170,1,8,7,10,19,1,406809
873,603,64,0.7,6,604,8,1,1,1,1,1,0.2,156,1,10,4,0,0,0,3625056
874,1332,11,0.8,2,1285,9,1,1,0,0,0,0.5,187,1,5,0,2,4,1,883070
875,1413,13,0.6,1,515,18,0,1,1,0,0,0.1,128,1,5,0,0,0,0,1959363
876,1064,34,2.9,6,654,6,1,1,1,0,0,0.2,184,0,16,13,1,13,0,1843575
877,1444,48,0.6,5,2540,15,0,1,0,1,0,0.5,82,1,17,2,2,17,3,1696968
878,1366,53,1.7,5,3869,14,1,1,1,1,1,0.2,161,0,17,5,5,9,3,1213772
879,906,18,2.1,2,3412,16,1,1,0,0,0,0.1,136,0,13,8,7,11,3,1975886
880,1554,47,2.7,5,509,19,1,1,1,0,0,0.7,185,0,12,3,3,12,0,436073
881,1187,21,2.3,6,2547,5,0,1,1,0,0,0.2,122,1,10,3,0,6,2,241875
882,1156,30,2.7,3,2735,13,1,1,1,1,1,0.9,173,0,16,15,1,16,2,1807785
883,1918,22,2.8,1,1369,6,0,0,0,1,0,0.3,139,1,9,6,1,5,1,458343
884,841,39,0.5,6,2942,16,1,0,0,1,1,0.1,199,1,11,5,8,13,2,452088
885,730,6,1.3,7,2812,17,1,0,0,0,1,0.9,167,0,10,1,6,10,2,1265880
886,878,31,1.3,4,3497,11,0,1,1,0,1,0.5,153,1,9,7,13,18,2,355350
887,1059,50,0.5,8,619,18,1,0,0,1,0,0.7,182,1,5,3,0,1,0,801855
888,1578,3,2.9,1,3483,16,0,1,0,0,0,0.9,200,0,17,4,8,20,3,229140
889,1829,36,1.7,5,1475,7,0,0,0,0,0,0.8,112,0,11,4,0,1,1,163833
890,1132,8,1.0,1,1950,6,0,0,0,1,0,0.1,157,1,11,2,0,4,1,1410663
891,1652,40,0.6,7,3592,6,1,1,1,0,0,1.0,198,0,7,6,4,6,3,381568
892,912,58,0.5,5,3573,20,1,1,0,0,0,0.3,107,1,17,3,0,1,3,284295
893,1181,61,2.3,2,2020,18,0,1,1,0,0,0.6,116,1,6,0,12,16,1,319935
894,1497,32,0.7,3,1329,7,0,1,0,0,1,0.7,92,1,6,1,5,9,2,3711360
895,1790,49,2.3,3,3568,18,1,1,1,1,1,0.5,100,0,6,2,3,11,3,784080
896,1742,49,1.6,1,1947,6,0,1,0,1,1,0.8,100,0,5,4,3,9,2,1665846
897,1549,8,0.5,5,1998,15,0,1,0,0,1,0.4,158,1,12,7,4,7,2,1091594
898,1372,34,2.7,4,725,20,0,1,0,0,1,0.4,193,0,11,3,7,17,0,643719
899,1112,12,0.5,4,3302,20,0,1,1,1,0,0.9,190,1,11,0,0,6,3,869463
900,1005,46,0.5,8,3884,20,0,0,0,1,0,0.4,133,1,17,0,0,17,3,273856
901,783,27,1.7,6,1185,6,1,1,1,1,1,0.3,150,1,15,4,9,11,0,578454
902,1698,26,2.5,2,1656,17,0,1,1,1,0,0.4,105,0,5,3,10,18,2,882215
903,899,53,2.7,4,2870,10,0,1,1,1,1,0.3,192,0,19,16,3,11,2,1049958
904,1062,45,1.5,3,911,9,0,0,0,0,0,0.2,151,0,14,2,3,4,0,1145130
905,989,17,2.0,3,3892,19,0,1,0,0,1,0.2,166,1,18,7,4,19,3,356864
906,1983,27,1.2,1,3897,10,1,1,1,1,1,0.6,125,1,12,10,6,11,3,442890
907,1800,53,3.0,1,656,18,0,0,0,1,1,0.3,87,0,14,10,5,12,0,211628
908,1254,45,1.7,3,606,2,0,1,1,1,0,0.4,146,1,7,2,0,3,1,3072876
909,868,30,1.7,4,1653,17,0,1,0,0,0,0.8,83,0,11,7,0,0,1,283176
910,1205,12,0.5,4,860,14,1,1,0,1,0,0.6,175,0,14,1,3,6,0,351822
911,1284,10,2.8,2,2197,9,1,0,0,1,1,0.9,155,1,16,2,0,14,1,82560
912,626,23,0.7,2,3458,11,1,1,1,1,0,0.5,187,0,7,5,2,9,2,120060
913,1763,53,2.9,4,2066,17,1,1,1,1,0,0.2,101,1,12,9,1,20,1,111228
914,694,36,1.8,4,3676,5,1,1,0,1,1,0.4,193,0,12,8,15,20,3,1209090
915,1265,49,0.6,1,1518,8,1,1,1,1,0,0.5,90,0,16,11,4,5,1,188925
916,816,14,0.5,3,1018,15,0,1,0,0,1,0.9,198,0,17,10,4,13,0,83142
917,904,35,1.8,3,1360,11,0,1,1,0,0,0.4,168,0,15,12,3,4,0,21294
918,979,5,0.5,7,3449,14,1,1,1,0,0,0.5,164,0,5,2,0,2,3,1324310
919,1531,60,2.0,6,2524,7,0,1,1,0,0,0.4,162,0,13,11,0,1,2,478125
920,934,30,2.0,8,703,7,1,0,0,1,0,0.7,182,0,10,8,2,15,0,619990
921,1624,58,2.6,3,1251,18,1,0,0,1,1,1.0,200,1,13,4,0,11,1,2668320
922,874,8,1.3,1,582,15,0,0,0,0,0,0.5,185,0,6,4,5,20,0,551616
923,1027,63,2.2,5,1732,13,0,0,0,1,1,0.8,102,1,8,5,0,4,1,108528
924,1966,48,0.8,1,1252,19,1,1,1,1,0,0.2,144,1,6,4,15,16,2,2450466
925,1048,29,1.5,1,2146,2,0,1,1,0,1,1.0,182,0,11,10,2,4,1,48430
926,1496,38,1.9,4,1927,6,1,0,0,1,1,0.1,126,0,17,4,13,14,1,253506
927,959,13,1.7,4,3328,10,0,1,0,1,1,0.4,155,1,10,9,15,16,2,64032
928,1349,55,2.2,7,2462,17,1,1,0,1,1,0.1,105,0,15,7,5,7,2,660312
929,1689,13,2.4,2,1172,17,1,1,1,1,1,0.9,168,1,12,11,0,9,0,351154
930,1558,27,2.4,1,3598,12,0,1,1,1,1,0.1,146,0,9,2,0,1,3,169080
931,582,27,0.5,3,2437,2,1,1,0,1,0,0.2,168,1,19,2,3,10,2,1398700
932,1485,44,2.8,4,3271,8,0,1,1,0,0,0.1,138,1,14,12,3,14,3,263934
933,1991,9,1.8,3,1511,9,0,0,0,0,1,0.7,94,0,17,8,11,12,1,1034127
934,553,23,0.5,3,2981,14,1,1,1,0,0,0.5,119,0,7,3,2,3,2,1506381
935,1231,7,0.7,1,3119,15,1,1,0,0,0,0.9,113,1,9,4,2,7,3,71509
936,805,34,0.8,6,3647,9,0,1,0,1,0,0.6,88,0,18,11,1,2,3,1940956
937,764,13,1.2,8,3148,6,1,1,0,0,1,1.0,152,1,18,7,1,2,2,184471
938,894,54,0.9,3,2829,13,0,1,1,1,0,0.2,130,0,11,5,5,15,2,56264
939,1589,46,2.6,3,2373,20,0,1,0,0,0,0.4,84,1,11,9,9,16,2,580920
940,1456,39,1.6,8,3998,13,1,1,1,0,0,0.1,80,1,6,3,9,10,3,1357790
941,743,33,0.5,2,316,4,1,1,1,0,0,0.3,95,0,19,10,0,1,0,2632833
942,1061,52,2.1,7,999,9,0,1,1,0,1,0.1,109,1,16,12,3,4,0,183540
943,1428,7,1.6,4,1808,13,0,0,0,0,1,0.1,153,1,12,8,0,2,1,574072
944,674,8,2.8,3,589,4,1,1,1,0,1,0.2,93,1,18,6,0,0,0,579000
945,832,46,1.1,6,3317,19,0,1,1,0,0,0.3,93,1,8,0,0,0,3,1120120
946,1625,50,0.5,8,670,8,1,1,1,0,1,0.1,107,0,16,3,2,17,0,9752
947,907,42,1.4,1,584,6,1,1,0,0,0,0.2,151,0,11,9,3,16,0,86697
948,1631,13,0.5,2,2173,8,0,1,1,0,0,0.5,166,1,12,3,2,16,2,1665600
949,1584,41,1.3,4,1561,17,0,0,0,1,1,0.6,135,0,10,5,6,15,1,206560
950,1382,13,0.5,2,2073,9,0,1,1,1,1,0.3,199,0,16,7,7,18,1,440028
951,633,46,1.4,6,1401,11,0,1,1,0,1,0.7,102,1,19,14,0,10,1,1357735
952,1444,38,2.1,7,3764,10,0,0,0,0,1,0.4,104,0,14,9,9,16,3,572208
953,852,54,1.6,5,1275,12,1,1,1,1,1,0.4,147,0,13,7,6,7,0,392740
954,922,47,0.7,8,1464,12,0,1,1,1,1,1.0,157,0,17,4,0,14,1,2341360
955,1745,57,1.5,3,2885,5,1,1,1,1,0,0.1,159,1,13,11,4,16,3,2220912
956,862,6,2.3,8,3458,9,0,1,1,1,0,0.1,107,1,9,4,9,14,3,1638933
957,1754,52,2.1,4,3019,19,1,1,1,1,1,1.0,101,0,11,6,1,3,3,288948
958,1008,36,2.5,1,1083,6,0,0,0,0,0,1.0,109,0,6,4,3,14,1,1626900
959,1569,33,0.5,1,3538,15,1,1,0,1,0,0.2,147,0,18,1,3,13,3,482670
960,1596,7,2.9,2,2493,13,1,1,0,1,0,0.7,149,1,14,12,7,9,2,201110
961,1807,61,0.5,6,3726,15,1,1,1,0,1,0.1,134,0,8,5,2,6,3,3412512
962,1660,7,2.8,1,1531,7,1,0,0,0,0,0.8,184,0,12,0,4,6,1,88540
963,1861,55,0.9,7,601,4,0,1,1,0,1,0.5,148,0,7,5,4,8,1,3187146
964,648,8,1.9,5,2991,4,1,0,0,1,0,1.0,91,0,8,7,4,19,2,1635543
965,1379,19,0.5,8,3912,19,1,0,0,1,0,0.3,134,1,11,2,1,17,3,259677
966,1910,34,1.7,2,309,10,0,0,0,1,1,0.6,115,0,8,4,0,0,0,1264740
967,1807,13,2.0,8,323,3,1,1,1,1,0,0.5,155,1,9,3,0,0,0,944780
968,1923,46,0.5,1,1489,3,1,1,0,1,0,0.5,191,1,10,9,7,10,1,1349153
969,1345,38,3.0,3,1322,15,0,1,1,0,1,0.1,162,0,9,2,7,11,1,750080
970,904,14,1.6,8,1846,3,1,1,1,1,0,0.2,102,0,7,0,5,9,1,42560
971,1239,52,1.2,2,417,6,1,1,1,1,0,0.9,122,0,8,0,5,10,0,389990
972,1330,52,0.9,4,3269,8,0,1,1,0,0,0.8,84,1,19,6,6,12,3,602448
973,516,30,0.7,1,3731,15,1,0,0,0,1,0.9,138,0,17,13,1,12,2,87948
974,672,54,0.5,4,667,14,1,0,0,0,1,0.9,95,0,17,8,0,11,0,660654
975,892,47,0.5,1,1241,9,0,1,1,1,1,0.4,94,0,12,3,0,18,1,1167210
976,1778,23,0.5,6,3941,13,0,1,1,0,0,0.5,101,0,19,6,0,11,3,1485460
977,1130,58,2.5,5,1018,16,0,1,1,0,1,0.1,132,0,17,1,4,14,0,110968
978,1359,59,0.6,2,3142,17,0,0,0,1,0,0.3,86,1,19,3,4,6,3,3218184
979,1866,47,2.5,5,1444,20,1,1,1,0,1,0.8,89,0,7,4,3,9,1,637956
980,1597,34,2.3,1,934,9,0,0,0,0,0,0.4,89,1,16,10,11,14,0,106688
981,1046,58,2.8,8,3863,9,1,1,1,1,1,0.2,100,1,17,12,0,0,3,269360
982,1035,44,0.6,3,3506,12,1,1,1,0,0,0.5,99,1,14,5,2,3,3,462560
983,1175,19,1.3,7,1944,9,0,1,0,0,1,0.3,164,1,9,4,2,9,1,1216962
984,1261,11,0.5,4,348,14,1,1,1,1,1,0.2,90,0,14,9,0,0,0,1365078
985,1068,51,0.7,4,550,6,1,1,0,0,0,0.5,124,1,12,8,9,15,0,2683550
986,1713,20,3.0,7,971,10,1,1,1,0,0,0.9,104,0,11,10,5,17,0,210930
987,1688,21,2.5,7,3984,8,0,1,1,1,0,0.2,170,1,17,14,0,0,3,561600
988,1413,45,0.5,5,2973,15,1,1,1,1,1,0.4,104,0,17,8,4,6,3,3886306
989,559,11,0.5,5,2019,16,0,1,0,1,1,0.4,82,1,10,4,10,14,1,445243
990,1483,19,2.6,7,1587,19,1,0,0,0,1,0.6,146,0,9,4,13,19,1,560272
991,860,48,1.6,7,1870,18,1,1,0,0,1,0.5,187,0,17,2,13,18,1,490105
992,1090,27,1.3,4,1352,11,1,0,0,0,0,0.1,91,1,5,1,5,16,1,3128580
993,686,3,0.5,6,570,19,0,0,0,0,1,0.3,91,1,7,6,11,15,0,1543728
994,818,43,1.3,6,546,7,0,1,0,1,0,0.9,177,1,12,6,14,15,0,56610
995,1456,49,1.6,3,3624,16,1,1,0,0,0,0.2,193,1,12,11,5,20,3,1833695
996,774,10,0.5,2,2944,2,1,1,1,1,0,0.5,188,1,8,6,2,9,2,2561880
997,1068,19,0.5,8,1209,12,1,1,1,0,0,0.9,197,1,19,12,0,9,0,281750
998,1373,29,1.9,6,2752,7,1,1,1,1,1,0.9,141,1,15,2,1,12,3,1644560
999,1777,20,3.0,6,3868,7,0,0,0,1,1,0.6,188,1,5,1,3,5,3,314776
1000,594,28,0.8,5,3087,4,0,1,1,1,0,0.1,132,1,16,4,2,3,2,1276893
1001,1524,57,2.6,2,947,16,1,0,0,1,0,0.5,124,1,11,4,5,12,0,399415
1002,511,50,0.6,3,1484,8,1,1,0,0,1,0.1,175,0,9,7,12,16,0,87080
1003,1402,46,0.6,7,347,12,1,1,0,1,1,0.3,87,0,17,0,3,12,0,1910127
1004,965,53,0.5,8,3227,8,0,1,0,0,1,1.0,131,0,12,6,15,19,2,193941
1005,1270,58,2.3,5,3299,16,0,0,0,1,1,0.5,104,0,13,4,0,1,3,2594592
1006,919,13,0.5,1,1028,17,1,1,0,0,0,0.3,159,0,8,4,11,15,0,156750
1007,1963,34,1.0,2,714,2,0,1,1,1,1,0.1,157,0,18,2,16,17,1,2059568
1008,1977,31,1.3,8,2641,7,1,0,0,0,0,0.4,173,0,8,2,2,6,3,1552620
1009,1881,51,2.2,5,1229,14,0,1,0,0,0,0.3,158,0,12,0,4,7,1,740781
1010,683,19,0.7,4,2622,5,0,0,0,1,0,0.9,173,0,16,3,5,17,2,1893690
1011,772,6,2.6,2,929,18,1,0,0,1,0,0.1,100,1,13,6,7,10,0,1090011
1012,536,53,1.4,3,1211,7,0,1,1,1,1,0.7,135,0,15,10,0,0,0,385635
1013,1694,53,1.8,6,1653,6,0,1,0,0,0,1.0,186,0,7,5,0,0,2,1442352
1014,1633,33,1.7,2,511,7,1,1,1,0,0,0.9,111,1,9,0,3,19,0,132276
1015,1371,52,0.5,4,3034,8,0,0,0,0,0,0.5,167,0,13,6,4,19,2,312273
1016,551,54,2.8,7,1414,19,0,1,1,1,1,0.1,172,0,6,1,0,15,0,323804
1017,1221,28,0.5,1,2438,10,0,1,1,1,0,0.5,139,1,13,11,1,7,3,3744520
1018,1000,63,0.5,8,3744,7,0,0,0,1,1,0.7,179,0,11,1,12,18,3,2706657
1019,1986,64,2.7,4,1377,15,1,1,1,1,0,0.2,162,1,5,3,3,20,1,358720
1020,1119,23,0.5,4,3520,7,1,1,1,0,0,0.4,164,0,7,4,0,1,3,751215
1021,1699,59,0.5,4,3796,12,1,0,0,1,0,0.5,97,1,17,10,1,3,3,823888
1022,1099,61,0.5,3,1699,3,0,1,1,1,0,0.3,146,1,17,10,13,20,1,430728
1023,1576,58,2.6,3,336,13,0,1,0,1,0,0.2,90,1,14,8,7,16,0,252400
1024,950,55,0.5,5,1095,13,0,0,0,0,1,0.1,156,1,14,12,9,10,0,652482
1025,1081,49,2.5,3,325,6,1,0,0,1,1,1.0,99,0,9,1,13,17,0,147396
1026,606,53,2.5,4,1223,7,0,1,1,0,0,0.2,146,0,19,12,1,2,0,535680
1027,502,37,1.5,2,1649,14,1,0,0,0,0,0.2,199,1,6,1,7,12,1,1276050
1028,957,4,0.7,2,1898,3,0,1,1,0,1,0.1,160,1,12,4,0,0,1,63916
1029,1658,38,1.4,5,2609,19,1,1,1,0,1,0.3,159,0,12,11,0,0,2,37689
1030,1681,18,2.5,1,2265,20,1,1,0,1,1,0.3,167,1,5,3,6,7,2,854250
1031,1983,43,0.5,6,2775,3,1,0,0,1,1,1.0,87,1,9,4,3,10,2,235924
1032,1753,12,1.2,7,1445,12,0,1,1,1,0,0.9,113,1,17,16,8,17,1,617265
1033,1632,41,1.4,4,2614,15,0,1,0,0,1,0.1,132,0,5,4,0,1,2,1145838
1034,1949,57,1.4,7,356,19,0,0,0,0,1,0.3,145,0,5,3,7,11,0,1120278
1035,1696,13,1.7,3,523,4,0,0,0,1,0,0.9,97,1,5,0,1,2,0,138188
1036,688,57,2.5,7,3745,4,1,0,0,0,0,0.8,131,1,17,1,0,3,3,836664
1037,1104,60,1.7,2,1229,3,0,1,1,1,0,0.4,199,1,6,0,1,13,0,922689
1038,1122,28,2.8,3,1402,3,0,0,0,0,0,0.6,184,1,14,10,0,4,1,3097614
1039,504,46,0.5,5,2085,8,1,1,1,0,1,0.9,172,0,13,5,2,14,1,502600
1040,1154,14,0.5,7,587,4,0,1,1,1,0,0.7,156,1,8,3,12,14,0,452051
1041,1727,63,2.1,7,2457,7,0,1,1,1,0,0.6,85,0,19,13,2,8,3,2914296
1042,1674,52,2.8,3,2030,6,1,1,1,0,0,0.2,89,0,7,0,0,7,2,2361368
1043,1948,18,2.8,2,816,3,1,1,1,0,0,0.2,135,0,16,2,5,14,0,272367
1044,1218,39,2.8,7,1667,12,1,0,0,0,1,0.8,150,0,10,0,3,14,1,1959012
1045,531,63,1.1,7,2958,19,0,0,0,0,0,0.7,189,1,17,1,10,14,2,275935
1046,1057,5,2.1,5,3705,13,0,1,0,0,0,0.5,154,0,6,4,4,13,3,438880
1047,576,30,1.2,8,2800,16,0,0,0,1,0,0.8,162,1,11,6,1,5,2,756371
1048,1960,7,2.1,7,3773,6,0,0,0,1,1,0.2,165,1,11,9,1,9,3,761236
1049,673,22,1.7,1,2050,17,1,1,1,0,1,0.1,88,1,7,2,3,5,1,646272
1050,718,21,0.7,1,1754,9,1,1,1,1,0,0.8,88,0,17,11,0,7,1,429940
1051,864,35,1.7,3,1904,13,0,1,1,1,0,0.3,103,1,12,8,3,7,1,1196715
1052,547,37,1.9,5,2705,10,1,1,0,0,0,0.4,154,1,17,3,1,4,1,200711
1053,623,3,0.9,8,3537,3,0,1,1,1,1,0.1,102,0,16,13,1,7,3,3114969
1054,1793,27,0.7,5,1370,19,1,1,0,1,0,0.4,154,0,16,3,11,13,1,423092
1055,1720,19,0.7,2,1222,7,1,0,0,0,1,0.1,137,0,13,2,0,3,1,264214
1056,812,64,0.5,4,3102,2,1,0,0,0,0,1.0,106,0,6,0,1,7,2,45815
1057,980,33,0.5,6,2268,4,0,1,1,0,1,0.9,160,1,7,5,0,0,2,1772064
1058,643,18,1.0,8,2648,18,0,1,1,1,0,0.2,187,1,7,5,9,12,1,476918
1059,1925,16,3.0,8,2173,19,1,1,1,0,0,0.8,175,1,7,3,0,11,2,1068521
1060,1408,32,2.5,4,3162,3,0,1,0,0,1,0.1,151,0,19,18,3,6,3,859250
1061,1522,28,0.7,1,1368,17,1,1,0,1,1,0.2,124,0,14,5,4,5,1,1133832
1062,587,51,2.5,1,2746,7,0,1,1,1,1,0.6,111,0,10,4,16,17,2,332084
1063,1959,18,0.5,6,619,8,1,1,0,1,0,0.7,191,1,7,4,5,20,0,68575
1064,1872,17,0.5,6,724,9,1,1,0,1,0,0.7,89,0,17,3,3,6,1,3090483
1065,1043,42,0.5,3,912,6,0,0,0,0,1,0.1,111,1,16,9,7,8,0,1164216
1066,1809,23,0.5,6,2784,20,0,1,0,1,0,0.7,123,1,12,6,6,19,3,719213
1067,1703,23,0.5,6,793,17,0,1,1,0,1,0.2,92,1,7,3,5,7,0,69814
1068,1095,45,0.5,1,560,10,0,1,0,0,1,0.5,197,1,9,1,4,5,0,223213
1069,1414,27,2.6,4,312,8,0,0,0,1,0,0.6,137,0,5,2,1,20,0,1257456
1070,1659,41,2.5,7,545,9,0,0,0,1,1,0.1,88,1,12,0,2,18,0,1192305
1071,1540,60,0.7,7,1591,2,1,1,0,1,0,0.8,197,0,19,0,1,12,1,578688
1072,1342,31,1.0,7,2746,10,0,1,1,0,0,0.6,86,1,15,5,0,1,3,1623258
1073,1189,8,2.3,3,893,13,0,1,0,0,1,0.5,198,1,9,6,13,14,0,353228
1074,518,62,2.4,6,2514,7,0,1,1,1,1,0.6,128,1,16,12,0,0,1,347190
1075,1449,10,0.8,1,1032,8,1,1,1,1,0,0.2,144,1,10,0,3,12,1,2858394
1076,516,39,1.1,5,819,10,1,1,1,1,0,0.4,91,1,8,0,0,7,0,1197855
1077,1569,59,0.8,3,3672,15,1,1,0,1,0,0.9,111,0,15,2,8,16,3,1743963
1078,1312,24,0.8,6,3833,17,1,0,0,0,1,0.9,156,1,14,13,0,0,3,205965
1079,1893,23,0.5,8,1482,17,1,0,0,0,1,0.1,179,1,15,7,1,3,2,1722696
1080,1076,14,2.5,5,2043,14,0,0,0,0,0,0.2,105,0,7,5,3,4,1,708500
1081,530,40,2.6,6,1229,2,0,0,0,0,1,0.9,118,1,16,11,1,2,0,891620
1082,1044,33,2.8,4,1816,15,1,1,0,1,1,0.6,129,0,17,16,7,13,1,53004
1083,1330,37,1.1,7,2166,4,0,1,0,0,0,0.7,126,0,10,1,11,20,2,1805611
1084,1836,14,1.1,5,2469,7,1,1,0,1,0,0.7,104,1,18,6,0,1,2,179424
1085,1741,55,0.5,5,2575,7,0,1,1,1,1,0.1,140,1,13,10,1,3,2,542845
1086,1869,30,2.6,1,1375,19,0,1,1,0,0,0.4,152,0,15,3,0,13,1,142462
1087,1331,55,0.5,3,1732,11,0,1,0,1,0,0.9,146,0,6,2,8,15,1,1779022
1088,1655,4,0.5,3,673,12,1,1,1,0,1,0.1,105,0,10,3,6,12,0,843848
1089,605,18,1.5,2,2301,8,0,1,1,0,0,0.9,162,0,15,9,9,14,1,215824
1090,1245,30,0.6,5,2676,7,0,1,0,0,1,0.7,105,0,17,8,2,3,2,473220
1091,1709,58,0.8,2,1781,17,0,1,1,0,1,0.8,136,0,18,3,8,10,2,1235152
1092,846,58,2.6,4,2248,13,0,1,1,0,1,0.1,123,0,16,8,0,15,2,2260620
1093,1403,62,2.5,4,921,18,1,1,0,0,1,0.9,90,0,14,13,3,13,0,352191
1094,688,2,1.5,3,391,8,0,1,0,1,1,1.0,89,1,5,2,0,2,0,235499
1095,775,10,2.5,7,1719,18,1,1,1,1,1,0.1,185,1,19,3,1,14,1,690420
1096,1154,35,2.0,5,3262,16,0,1,1,0,0,0.8,159,0,16,15,6,16,3,1832481
1097,1375,35,0.5,2,1947,15,1,1,1,1,0,0.1,194,1,15,13,2,3,1,175244
1098,1827,61,0.8,7,2693,7,0,0,0,1,1,0.9,130,1,8,3,4,9,3,446292
1099,1697,60,0.5,4,441,11,0,1,1,0,0,0.1,90,1,15,1,0,0,0,92048
1100,741,14,1.5,5,1886,9,0,1,0,1,0,0.3,178,1,19,11,1,13,0,198396
1101,1672,32,0.5,1,1267,20,1,1,1,0,1,0.7,174,1,17,4,13,20,1,2428776
1102,514,57,0.7,3,687,20,0,1,0,1,1,0.1,186,1,6,0,4,7,0,221760
1103,1375,12,1.3,1,2890,12,1,0,0,0,1,0.1,105,0,17,1,2,13,3,1514926
1104,989,55,1.8,1,1737,10,1,1,1,1,1,0.7,124,0,8,5,4,12,1,49174
1105,1510,47,2.5,2,887,5,1,0,0,0,1,0.7,138,0,18,6,11,13,0,138060
1106,1266,18,2.6,7,398,3,0,1,0,1,0,0.4,86,1,16,8,1,2,0,1893265
1107,1396,46,2.4,7,2389,15,1,0,0,1,0,0.1,138,0,7,3,0,1,2,1604277
1108,808,45,2.3,1,3431,13,0,0,0,1,0,0.8,161,1,15,6,3,9,3,696424
1109,1542,43,2.3,2,3601,16,0,0,0,0,0,0.8,182,0,14,4,1,11,3,334236
1110,745,35,0.6,8,2459,16,1,1,0,0,1,0.8,102,1,14,1,5,10,1,136882
1111,1735,59,1.9,6,3230,9,1,1,1,0,1,0.7,148,1,6,1,0,0,3,115902
1112,586,57,0.5,2,3646,11,1,1,0,1,0,0.3,188,1,15,4,1,5,3,1702914
1113,1341,36,2.1,8,2200,15,1,0,0,0,1,0.4,107,1,18,14,0,1,1,271502
1114,781,64,1.3,2,3862,9,1,0,0,0,1,0.2,88,0,17,10,1,7,3,223376
1115,501,22,0.5,6,3077,17,1,0,0,0,1,0.5,174,0,17,3,14,20,2,391004
1116,1224,44,1.8,2,621,14,1,1,1,1,1,0.2,139,1,11,4,2,9,0,440998
1117,1970,58,1.6,8,2372,2,1,1,1,0,0,0.3,80,1,14,12,11,19,2,576828
1118,618,63,2.2,2,2574,5,1,1,1,0,1,0.9,138,1,14,3,0,1,2,1519193
1119,1537,46,2.9,4,2857,2,0,1,1,1,0,0.8,158,1,17,14,11,17,3,895230
1120,1018,16,2.2,8,3143,20,0,0,0,0,0,0.6,153,1,17,12,8,10,3,1421536
1121,1545,35,1.3,5,3197,6,1,1,1,1,0,0.1,173,0,14,9,15,20,3,155480
1122,1871,41,2.1,8,2727,11,0,1,1,0,0,0.4,144,0,15,8,4,5,3,540650
1123,1729,12,2.1,1,1519,5,1,1,0,1,1,0.9,186,0,9,4,1,6,1,543058
1124,680,9,2.1,3,2438,17,1,1,1,0,1,0.1,131,0,14,2,9,11,2,2142000
1125,1106,54,1.9,3,2674,9,0,1,0,1,1,0.7,107,0,9,3,4,9,2,744168
1126,635,50,0.6,5,2107,12,1,1,1,0,1,0.3,97,0,13,12,1,13,1,190877
1127,618,16,0.6,1,2262,4,0,0,0,0,0,0.2,143,1,16,15,8,14,2,1770210
1128,1671,5,0.5,8,815,10,1,1,0,1,0,0.9,179,1,16,6,13,18,0,502674
